case_id,task_id,event_label,resource,start_time,completion_time
1191,8051,W_Complete application,User_28,2020-01-13 05:05:56.335819,2020-01-13 05:07:33.064767
1487,8047,W_Call after offers,User_29,2020-01-13 05:06:38.593913,2020-01-13 05:08:25.397095
1191,8054,W_Complete application,User_36,2020-01-13 05:07:33.064767,2020-01-13 05:11:14.071219
1487,8055,W_Validate application,User_28,2020-01-13 05:08:25.397095,2020-01-13 05:14:38.232248
1195,6082,W_Complete application,User_53,2020-01-13 05:06:51.518238,2020-01-13 05:18:42.826241
1187,8052,W_Complete application,User_29,2020-01-13 05:08:25.397095,2020-01-13 05:19:15.625466
1191,8056,W_Call after offers,User_29,2020-01-13 05:19:15.625466,2020-01-13 05:19:59.979509
1191,8060,W_Validate application,User_28,2020-01-13 05:19:59.979509,2020-01-13 05:22:01.717434
1487,8057,W_Validate application,User_123,2020-01-13 05:14:38.232248,2020-01-13 05:23:46.887555
1191,8061,W_Validate application,User_29,2020-01-13 05:22:01.717434,2020-01-13 05:26:47.121055
1187,8059,W_Call after offers,User_36,2020-01-13 05:19:15.625466,2020-01-13 05:27:27.199084
1196,6083,W_Complete application,User_53,2020-01-13 05:18:42.826241,2020-01-13 05:30:28.247088
1487,8062,W_Validate application,User_123,2020-01-13 05:23:46.887555,2020-01-13 05:33:25.907162
1196,8065,W_Call after offers,User_9,2020-01-13 05:30:28.247088,2020-01-13 05:33:44.872721
1488,8041,W_Handle leads,User_36,2020-01-13 05:29:52.636624,2020-01-13 05:34:33.012177
1196,8067,W_Call after offers,User_29,2020-01-13 05:33:44.872721,2020-01-13 05:34:53.206842
1196,8069,W_Call after offers,User_36,2020-01-13 05:34:53.206842,2020-01-13 05:36:14.957544
951,6085,W_Call after offers,User_53,2020-01-13 05:30:28.247088,2020-01-13 05:36:48.909914
1487,8066,W_Call incomplete files,User_28,2020-01-13 05:33:25.907162,2020-01-13 05:37:31.488301
1196,8070,W_Validate application,User_28,2020-01-13 05:37:31.488301,2020-01-13 05:38:58.620714
951,8071,W_Validate application,User_29,2020-01-13 05:36:48.909914,2020-01-13 05:41:36.246673
1196,8072,W_Validate application,User_123,2020-01-13 05:38:58.620714,2020-01-13 05:43:25.295123
1197,6084,W_Complete application,User_53,2020-01-13 05:36:48.909914,2020-01-13 05:45:36.253089
1196,8074,W_Validate application,User_36,2020-01-13 05:43:25.295123,2020-01-13 05:45:44.448910
1197,8075,W_Call after offers,User_9,2020-01-13 05:45:36.253089,2020-01-13 05:48:36.818113
1491,8077,W_Handle leads,User_36,2020-01-13 05:47:29.542281,2020-01-13 05:52:35.140015
1489,8064,W_Complete application,User_28,2020-01-13 05:46:45.031622,2020-01-13 05:53:14.566181
952,6087,W_Complete application,User_53,2020-01-13 05:45:36.253089,2020-01-13 05:54:16.947696
1493,8079,W_Complete application,User_28,2020-01-13 05:53:14.566181,2020-01-13 05:56:42.545986
1491,8082,W_Handle leads,User_36,2020-01-13 05:52:35.140015,2020-01-13 05:57:28.325666
1490,8076,W_Complete application,User_29,2020-01-13 05:47:29.385103,2020-01-13 05:57:43.076800
674,6088,W_Call incomplete files,User_53,2020-01-13 05:54:16.947696,2020-01-13 05:58:33.591253
952,8084,W_Call after offers,User_28,2020-01-13 05:56:42.545986,2020-01-13 05:59:13.765600
1492,8078,W_Complete application,User_9,2020-01-13 05:48:36.818113,2020-01-13 06:00:56.552059
674,8088,W_Validate application,User_28,2020-01-13 05:59:13.765600,2020-01-13 06:01:13.252962
1197,8081,W_Validate application,User_29,2020-01-13 05:57:43.076800,2020-01-13 06:02:53.081596
1489,8083,W_Call after offers,User_9,2020-01-13 06:00:56.552059,2020-01-13 06:04:23.931691
1490,8087,W_Complete application,User_36,2020-01-13 05:57:43.076800,2020-01-13 06:05:11.970660
1493,8085,W_Complete application,User_29,2020-01-13 06:02:53.081596,2020-01-13 06:05:48.110817
953,6089,W_Call after offers,User_53,2020-01-13 05:58:33.591253,2020-01-13 06:07:19.338375
674,8091,W_Validate application,User_36,2020-01-13 06:05:11.970660,2020-01-13 06:07:53.258398
1197,8092,W_Validate application,User_28,2020-01-13 06:02:53.081596,2020-01-13 06:08:57.090981
952,8089,W_Validate application,User_29,2020-01-13 06:05:48.110817,2020-01-13 06:09:36.412311
1489,8093,W_Call after offers,User_29,2020-01-13 06:09:36.412311,2020-01-13 06:10:45.038472
1493,8095,W_Call after offers,User_36,2020-01-13 06:07:53.258398,2020-01-13 06:10:56.421810
1489,8100,W_Call after offers,User_9,2020-01-13 06:10:45.038472,2020-01-13 06:11:24.265988
953,8096,W_Validate application,User_28,2020-01-13 06:08:57.090981,2020-01-13 06:12:49.900369
954,6090,W_Call after offers,User_53,2020-01-13 06:07:19.338375,2020-01-13 06:13:32.157331
192,6091,W_Validate application,User_53,2020-01-13 06:13:32.157331,2020-01-13 06:14:21.311297
674,8097,W_Validate application,User_29,2020-01-13 06:10:45.038472,2020-01-13 06:17:46.038263
952,8099,W_Call incomplete files,User_36,2020-01-13 06:10:56.421810,2020-01-13 06:19:46.028004
673,6092,W_Call after offers,User_53,2020-01-13 06:14:21.311297,2020-01-13 06:20:07.038512
1493,8101,W_Validate application,User_28,2020-01-13 06:12:49.900369,2020-01-13 06:20:48.886060
192,8105,W_Validate application,User_28,2020-01-13 06:20:48.886060,2020-01-13 06:20:50.974955
954,8104,W_Call after offers,User_36,2020-01-13 06:19:46.028004,2020-01-13 06:21:33.389529
1489,8102,W_Validate application,User_29,2020-01-13 06:17:46.038263,2020-01-13 06:22:29.198469
672,6093,W_Validate application,User_53,2020-01-13 06:20:07.038512,2020-01-13 06:22:35.945092
1493,8109,W_Validate application,User_28,2020-01-13 06:20:50.974955,2020-01-13 06:24:43.913324
674,8106,W_Validate application,User_29,2020-01-13 06:22:29.198469,2020-01-13 06:28:00.581159
673,8108,W_Validate application,User_36,2020-01-13 06:21:33.389529,2020-01-13 06:29:09.049196
582,6094,W_Validate application,User_53,2020-01-13 06:22:35.945092,2020-01-13 06:29:23.782412
192,8110,W_Validate application,User_29,2020-01-13 06:28:00.581159,2020-01-13 06:30:02.618944
565,6095,W_Validate application,User_53,2020-01-13 06:29:23.782412,2020-01-13 06:30:51.065189
674,8113,W_Validate application,User_28,2020-01-13 06:28:00.581159,2020-01-13 06:31:29.882065
1494,8080,W_Complete application,User_36,2020-01-13 06:29:09.049196,2020-01-13 06:35:34.522577
585,6096,W_Validate application,User_53,2020-01-13 06:30:51.065189,2020-01-13 06:35:39.978228
1494,8117,W_Complete application,User_9,2020-01-13 06:35:34.522577,2020-01-13 06:39:08.435359
585,8118,W_Call incomplete files,User_28,2020-01-13 06:35:39.978228,2020-01-13 06:39:58.291067
673,8114,W_Validate application,User_29,2020-01-13 06:30:02.618944,2020-01-13 06:40:02.823835
588,6097,W_Call after offers,User_53,2020-01-13 06:35:39.978228,2020-01-13 06:41:44.554671
1494,8119,W_Call after offers,User_29,2020-01-13 06:40:02.823835,2020-01-13 06:42:32.358819
192,8116,W_Call incomplete files,User_36,2020-01-13 06:35:34.522577,2020-01-13 06:43:21.430567
192,8123,W_Call incomplete files,User_29,2020-01-13 06:43:21.430567,2020-01-13 06:44:10.343932
673,8121,W_Validate application,User_36,2020-01-13 06:43:21.430567,2020-01-13 06:45:29.908347
571,6098,W_Validate application,User_53,2020-01-13 06:41:44.554671,2020-01-13 06:45:54.196715
588,8122,W_Validate application,User_28,2020-01-13 06:41:44.554671,2020-01-13 06:45:57.519665
670,6099,W_Validate application,User_53,2020-01-13 06:45:54.196715,2020-01-13 06:49:12.065819
571,8126,W_Call incomplete files,User_9,2020-01-13 06:45:54.196715,2020-01-13 06:49:28.950494
588,8127,W_Call incomplete files,User_28,2020-01-13 06:45:57.519665,2020-01-13 06:50:07.120446
673,8125,W_Validate application,User_36,2020-01-13 06:45:29.908347,2020-01-13 06:50:37.001124
571,8128,W_Call incomplete files,User_29,2020-01-13 06:49:28.950494,2020-01-13 06:50:56.302053
571,8130,W_Validate application,User_36,2020-01-13 06:50:56.302053,2020-01-13 06:52:08.363018
571,8131,W_Validate application,User_28,2020-01-13 06:52:08.363018,2020-01-13 06:54:21.545597
571,8132,W_Call incomplete files,User_29,2020-01-13 06:54:21.545597,2020-01-13 06:55:03.863642
956,6100,W_Call after offers,User_53,2020-01-13 06:49:12.065819,2020-01-13 06:56:24.133888
957,6101,W_Call after offers,User_53,2020-01-13 06:56:24.133888,2020-01-13 07:02:41.136954
957,8134,W_Call after offers,User_29,2020-01-13 07:02:41.136954,2020-01-13 07:03:47.082132
958,6102,W_Call after offers,User_53,2020-01-13 07:02:41.136954,2020-01-13 07:11:19.404457
958,8136,W_Call after offers,User_29,2020-01-13 07:11:19.404457,2020-01-13 07:12:27.003234
684,6103,W_Call after offers,User_53,2020-01-13 07:11:19.404457,2020-01-13 07:12:54.608722
655,6104,W_Call after offers,User_53,2020-01-13 07:12:54.608722,2020-01-13 07:13:47.949580
581,6105,W_Call after offers,User_53,2020-01-13 07:13:47.949580,2020-01-13 07:14:49.986446
175,6106,W_Call after offers,User_53,2020-01-13 07:14:49.986446,2020-01-13 07:15:57.302836
684,8138,W_Validate application,User_29,2020-01-13 07:12:54.608722,2020-01-13 07:16:24.206029
684,8140,W_Call incomplete files,User_29,2020-01-13 07:16:24.206029,2020-01-13 07:17:39.135557
551,6107,W_Call incomplete files,User_53,2020-01-13 07:15:57.302836,2020-01-13 07:19:39.299490
684,8142,W_Validate application,User_29,2020-01-13 07:17:39.135557,2020-01-13 07:20:00.757276
684,8144,W_Validate application,User_29,2020-01-13 07:20:00.757276,2020-01-13 07:24:24.335178
232,6108,W_Validate application,User_53,2020-01-13 07:19:39.299490,2020-01-13 07:25:29.467810
232,8146,W_Validate application,User_29,2020-01-13 07:25:29.467810,2020-01-13 07:29:09.183043
1198,6086,W_Complete application,User_53,2020-01-13 07:25:29.467810,2020-01-13 07:38:35.865938
1496,8141,W_Complete application,User_29,2020-01-13 07:36:25.531748,2020-01-13 07:45:11.094585
1199,6109,W_Complete application,User_53,2020-01-13 07:38:35.865938,2020-01-13 07:46:38.152567
1198,8152,W_Call after offers,User_29,2020-01-13 07:45:11.094585,2020-01-13 07:50:09.147089
1199,8154,W_Call after offers,User_29,2020-01-13 07:50:09.147089,2020-01-13 07:53:21.165911
1199,8156,W_Call after offers,User_29,2020-01-13 07:53:21.165911,2020-01-13 07:54:15.385330
1200,6110,W_Complete application,User_53,2020-01-13 07:46:38.152567,2020-01-13 07:58:45.442168
1200,8158,W_Call after offers,User_29,2020-01-13 07:58:45.442168,2020-01-13 07:59:41.869770
1200,8160,W_Call after offers,User_29,2020-01-13 07:59:41.869770,2020-01-13 08:00:26.685022
1502,8161,W_Complete application,User_29,2020-01-13 08:00:26.685022,2020-01-13 08:05:22.693219
1502,8164,W_Complete application,User_29,2020-01-13 08:05:22.693219,2020-01-13 08:10:00.174580
1201,6111,W_Complete application,User_53,2020-01-13 07:58:45.442168,2020-01-13 08:11:08.248360
1201,8166,W_Call after offers,User_29,2020-01-13 08:11:08.248360,2020-01-13 08:11:45.337054
1202,6112,W_Complete application,User_53,2020-01-13 08:11:08.248360,2020-01-13 08:23:17.096210
1504,8167,W_Complete application,User_29,2020-01-13 08:18:12.616691,2020-01-13 08:29:00.065623
1203,6113,W_Complete application,User_53,2020-01-13 08:23:17.096210,2020-01-13 08:32:12.264015
1506,8169,W_Call after offers,User_29,2020-01-13 08:29:00.065623,2020-01-13 08:32:27.008022
577,6115,W_Validate application,User_53,2020-01-13 08:32:12.264015,2020-01-13 08:33:27.429241
959,6116,W_Validate application,User_53,2020-01-13 08:33:27.429241,2020-01-13 08:39:29.907341
1508,8171,W_Complete application,User_29,2020-01-13 08:32:27.008022,2020-01-13 08:44:24.403383
1504,8174,W_Call after offers,User_29,2020-01-13 08:44:24.403383,2020-01-13 08:47:25.920274
960,6117,W_Call after offers,User_53,2020-01-13 08:39:29.907341,2020-01-13 08:48:46.260783
1506,8176,W_Validate application,User_29,2020-01-13 08:47:25.920274,2020-01-13 08:52:02.030009
961,6118,W_Call after offers,User_53,2020-01-13 08:48:46.260783,2020-01-13 08:54:46.219667
1204,6114,W_Complete application,User_53,2020-01-13 08:54:46.219667,2020-01-13 08:58:26.776248
959,8178,W_Validate application,User_29,2020-01-13 08:52:02.030009,2020-01-13 09:03:31.718755
1509,8172,W_Complete application,User_29,2020-01-13 09:03:31.718755,2020-01-13 09:11:12.793565
1205,6119,W_Complete application,User_53,2020-01-13 08:58:26.776248,2020-01-13 09:12:14.374162
1511,8181,W_Complete application,User_29,2020-01-13 09:11:12.793565,2020-01-13 09:18:39.962281
1206,6120,W_Call after offers,User_53,2020-01-13 09:12:14.374162,2020-01-13 09:19:57.630533
1512,8182,W_Complete application,User_29,2020-01-13 09:18:39.962281,2020-01-13 09:28:09.314708
1207,6121,W_Complete application,User_53,2020-01-13 09:19:57.630533,2020-01-13 09:29:04.529886
1208,6122,W_Complete application,User_53,2020-01-13 09:29:04.529886,2020-01-13 09:36:09.440331
1514,8185,W_Complete application,User_29,2020-01-13 09:28:09.314708,2020-01-13 09:40:09.083444
1209,6123,W_Complete application,User_53,2020-01-13 09:36:09.440331,2020-01-13 09:43:04.468401
1506,8188,W_Validate application,User_29,2020-01-13 09:40:09.083444,2020-01-13 09:53:08.870447
1210,6124,W_Complete application,User_53,2020-01-13 09:43:04.468401,2020-01-13 09:54:51.207131
580,6126,W_Validate application,User_53,2020-01-13 09:54:51.207131,2020-01-13 09:57:02.189361
444,6127,W_Call incomplete files,User_53,2020-01-13 09:57:02.189361,2020-01-13 10:00:47.939347
1517,8189,W_Complete application,User_29,2020-01-13 09:53:08.870447,2020-01-13 10:08:39.050745
1211,6125,W_Complete application,User_53,2020-01-13 10:00:47.939347,2020-01-13 10:09:58.168887
962,6129,W_Call after offers,User_53,2020-01-13 10:09:58.168887,2020-01-13 10:18:57.768643
963,6130,W_Complete application,User_53,2020-01-13 10:18:57.768643,2020-01-13 10:26:22.085503
1519,8191,W_Complete application,User_29,2020-01-13 10:08:39.050745,2020-01-13 10:27:32.817236
1212,6128,W_Complete application,User_53,2020-01-13 10:26:22.085503,2020-01-13 10:35:38.973702
1204,8194,W_Complete application,User_29,2020-01-13 10:27:32.817236,2020-01-13 10:38:23.848972
1509,8196,W_Complete application,User_29,2020-01-13 10:38:23.848972,2020-01-13 10:44:59.957061
1511,8198,W_Call after offers,User_29,2020-01-13 10:44:59.957061,2020-01-13 10:46:18.734765
1213,6131,W_Complete application,User_53,2020-01-13 10:35:38.973702,2020-01-13 10:48:16.839974
1512,8200,W_Call after offers,User_29,2020-01-13 10:46:18.734765,2020-01-13 10:49:18.844142
964,6133,W_Call after offers,User_53,2020-01-13 10:48:16.839974,2020-01-13 10:54:50.795103
1208,8202,W_Complete application,User_29,2020-01-13 10:49:18.844142,2020-01-13 10:58:11.116312
1209,8204,W_Call after offers,User_29,2020-01-13 10:58:11.116312,2020-01-13 11:00:15.461084
1214,6132,W_Complete application,User_53,2020-01-13 10:54:50.795103,2020-01-13 11:00:48.754599
1215,6134,W_Complete application,User_53,2020-01-13 11:00:48.754599,2020-01-13 11:07:52.639373
965,6136,W_Complete application,User_53,2020-01-13 11:07:52.639373,2020-01-13 11:12:22.890816
350,6137,W_Call incomplete files,User_53,2020-01-13 11:12:22.890816,2020-01-13 11:16:50.774976
631,6138,W_Call incomplete files,User_53,2020-01-13 11:16:50.774976,2020-01-13 11:20:23.951218
633,6139,W_Call after offers,User_53,2020-01-13 11:20:23.951218,2020-01-13 11:24:52.537998
669,6140,W_Call incomplete files,User_53,2020-01-13 11:24:52.537998,2020-01-13 11:28:10.584916
1216,6135,W_Complete application,User_53,2020-01-13 11:28:10.584916,2020-01-13 11:39:50.756780
1217,6141,W_Complete application,User_53,2020-01-13 11:39:50.756780,2020-01-13 11:42:28.306971
1218,6142,W_Call after offers,User_53,2020-01-13 11:42:28.306971,2020-01-13 11:49:15.368850
1219,6143,W_Complete application,User_53,2020-01-13 11:49:15.368850,2020-01-13 11:55:11.190544
450,6145,W_Validate application,User_53,2020-01-13 11:55:11.190544,2020-01-13 11:56:10.878252
1220,6144,W_Complete application,User_53,2020-01-13 11:56:10.878252,2020-01-13 12:07:34.696000
346,6147,W_Call after offers,User_53,2020-01-13 12:07:34.696000,2020-01-13 12:09:22.929376
464,6148,W_Validate application,User_53,2020-01-13 12:09:22.929376,2020-01-13 12:13:47.579639
819,6149,W_Validate application,User_53,2020-01-13 12:13:47.579639,2020-01-13 12:19:09.534478
435,6150,W_Call incomplete files,User_53,2020-01-13 12:19:09.534478,2020-01-13 12:24:12.887285
685,6151,W_Call after offers,User_53,2020-01-13 12:24:12.887285,2020-01-13 12:27:09.935612
689,6152,W_Complete application,User_53,2020-01-13 12:27:09.935612,2020-01-13 12:39:26.364654
173,6153,W_Validate application,User_53,2020-01-13 12:39:26.364654,2020-01-13 12:43:16.452260
695,6154,W_Validate application,User_53,2020-01-13 12:43:16.452260,2020-01-13 12:45:52.522185
966,6155,W_Complete application,User_53,2020-01-13 12:45:52.522185,2020-01-13 12:56:19.022373
967,6156,W_Call after offers,User_53,2020-01-13 12:56:19.022373,2020-01-13 13:04:50.106626
968,6157,W_Call after offers,User_53,2020-01-13 13:04:50.106626,2020-01-13 13:10:56.020008
969,6158,W_Complete application,User_53,2020-01-13 13:10:56.020008,2020-01-13 13:18:26.418903
970,6159,W_Call after offers,User_53,2020-01-13 13:18:26.418903,2020-01-13 13:23:39.867213
971,6160,W_Complete application,User_53,2020-01-13 13:23:39.867213,2020-01-13 13:35:10.348386
820,6161,W_Call after offers,User_53,2020-01-13 13:35:10.348386,2020-01-13 13:41:24.136979
697,6162,W_Validate application,User_53,2020-01-13 13:41:24.136979,2020-01-13 13:44:47.993540
821,6163,W_Complete application,User_53,2020-01-13 13:44:47.993540,2020-01-13 13:51:19.160021
822,6164,W_Call after offers,User_53,2020-01-13 13:51:19.160021,2020-01-13 14:02:07.341546
645,6165,W_Validate application,User_53,2020-01-13 14:02:07.341546,2020-01-13 14:05:36.505153
556,6166,W_Call incomplete files,User_53,2020-01-13 14:05:36.505153,2020-01-13 14:09:25.405989
701,6167,W_Call after offers,User_53,2020-01-13 14:09:25.405989,2020-01-13 14:12:29.090030
471,6168,W_Call incomplete files,User_53,2020-01-13 14:12:29.090030,2020-01-13 14:16:46.310491
465,6169,W_Call incomplete files,User_53,2020-01-13 14:16:46.310491,2020-01-13 14:20:55.855341
823,6170,W_Call after offers,User_53,2020-01-13 14:20:55.855341,2020-01-13 14:26:19.124801
972,6171,W_Call after offers,User_53,2020-01-13 14:26:19.124801,2020-01-13 14:33:10.101449
973,6172,W_Call after offers,User_53,2020-01-13 14:33:10.101449,2020-01-13 14:39:51.787317
976,6173,W_Call after offers,User_53,2020-01-13 14:39:51.787317,2020-01-13 14:48:41.066493
977,6174,W_Complete application,User_53,2020-01-13 14:48:41.066493,2020-01-13 14:56:17.018868
825,6175,W_Validate application,User_53,2020-01-13 14:56:17.018868,2020-01-13 15:00:45.391468
827,6176,W_Call after offers,User_53,2020-01-13 15:00:45.391468,2020-01-13 15:07:55.827420
693,6177,W_Call after offers,User_53,2020-01-13 15:07:55.827420,2020-01-13 15:11:06.836010
632,6178,W_Validate application,User_53,2020-01-13 15:11:06.836010,2020-01-13 15:14:12.579524
